ligandID,SMILES,maxring,numring,PDBs,PDBs_num
XBK,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC=CC=CC(=O)O1)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,24,3,2xbk,1
XD6,c1c(c2c(c(c1O)Cl)CC(=O)CCCCC(=CCCOC2=O)C=O)O,14,2,2xd6,1
XJO,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)OC(=O)c2ccccc2CN(C)C)C)C)C,12,2,4umz,1
XS1,c1ccc(cc1)CC2CC3CC2Oc4cccc(c4)Cn5cc(cn5)C(CCN3)c6cc(nc7c6nn[nH]7)N,15,7,7lan,1
XY5,c1cc2c(cc1N)N=Nc3cc(ccc3CC2)NCC=O,8,3,6iam,1
YCN,C1CNCCNCCNCCN1,12,1,3l8y,1
YED,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)Cc3cn(c4c3cccc4)OC)CCCCCC(CC)(O)O,12,4,7ltg,1
Z18,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)OC(=O)CN(C)C)C)C)C,12,1,3zk5,1
ZER,CC1CCCC(=O)CCCC=Cc2cc(cc(c2C(=O)O1)O)O,14,2,5xo8 3wzm 5z97 6jr9 6jqz 5krc,6
ZHB,CC1CCCC(CCCC=Cc2cc(cc(c2C(=O)O1)O)O)O,14,2,5ie7 5ie6 6jrb 6jr5,4
ZIO,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C,14,4,5igr 5igs 2iya,3
ZIT,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,15,3,5igi 1nwy 1yhq 1m1k 4v7y 5uxd 5uxc 5igv,8
ZM3,CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)COC3C(C(C(C(O3)C)O)O)OC,16,3,2yca 2y5z 4x7u 4x7z,4
ZPN,CC=CC=CC(=O)NC(C1CC(=CC2CC(=C)CC(O2)CCCC(=O)CC(=CC=CC(=O)O1)C)C)O,18,2,5ng1 4i4t 5syg,3
